voltage,current,pir,vibration,risk
20.4,1.9,1,1230,2
17.4,2.1,1,1361,2
17.7,2.5,1,1303,2
17.3,1.5,1,751,2
17.6,1.3,1,1136,2
20.9,1.9,1,1507,2
20.4,1.6,1,1942,2
17.6,1.7,1,992,2
20.3,1.7,1,1197,2
17.4,1.7,1,1462,2
19.0,2.2,1,1615,2
19.7,1.5,1,875,2
19.7,1.8,1,1347,2
20.6,2.1,1,1484,2
18.7,1.6,1,1165,2
17.5,2.5,1,1660,2
19.8,2.5,1,1553,2
17.4,1.8,1,1060,2
20.3,1.6,1,1577,2
17.2,1.6,1,1730,2
17.4,1.8,1,1220,2
17.6,2.4,1,1138,2
19.1,1.6,1,776,2
19.2,1.8,1,1271,2
20.3,2.4,1,981,2
18.2,2.0,1,1739,2
20.9,1.8,1,1339,2
20.2,1.9,1,1038,2
20.5,2.0,1,1937,2
19.0,1.5,1,1764,2
21.0,1.3,1,1574,2
19.2,1.6,1,701,2
18.9,2.2,1,1656,2
17.9,1.8,1,1600,2
18.2,2.2,1,887,2
18.2,2.0,1,1411,2
18.7,2.4,1,1277,2
19.8,2.4,1,1150,2
18.1,2.4,1,1487,2
19.1,2.0,1,754,2
18.1,1.5,1,1290,2
19.3,2.2,1,1841,2
19.4,2.3,1,944,2
20.6,2.0,1,1025,2
20.6,1.9,1,1135,2
17.7,2.2,1,1265,2
18.6,1.3,1,1599,2
19.5,1.4,1,1722,2
19.1,2.0,1,860,2
20.9,1.5,1,1370,2
17.9,2.1,1,762,2
18.7,2.1,1,1639,2
20.9,2.3,1,1958,2
19.5,1.5,1,779,2
20.8,2.0,1,1987,2
20.2,1.5,1,1649,2
17.8,2.2,1,1772,2
19.9,1.9,1,1384,2
